,id,title,text,sports,travel,photography,bola,label
194,195,Malaysia Ambil Sisi Positif dari Kekalahan pada Piala Sudirman 2019,"By Delia Mustikasari JUARA.NET - Pada Piala Sudirman 2019, tim Malaysia tersingkir di babak perempat final setelah menelan kekalahan 0-3 dari Jepang, Jumat (24/5). Meski demikian, Asosiasi Bulu Tangkis Malaysia (Badminton Association of Malaysia/BAM) lebih memilih untuk mengambil sisi positif dari kekalahan telak tersebut. Pelatih kepala BAM, Wong Choong Hann, merasa bahwa ada banyak hal positif yang bisa diambil tim Malaysia, mengingat beberapa penampilan mengagumkan dari sebagian pemain mereka. Meski Wong tak menyebutkan nama para pemain tersebut, kemungkinan besar dia merujuk pada penampilan Lee Zii Jia (tunggal putra), Soniia Cheah (tunggal putri), dan dua ganda putra Malaysia, Aaron Chia/Soh Wooi Yik dan Tep Ee Yi/Ong Yew Sin. Wong yakin anak-anak didiknya tersebut kini mendapatkan imbalan dari kerja keras mereka dalam beberapa minggu terkahir sebelum keberangkatan ke Nanning, China. ""Kami melatih mereka dengan sangat keras dalam program pelatihan pada beberapa minggu terakhir menjalang turnamen (Piala Sudirman 2019). Mereka mengeluh dan merengek,"" kata Wong, yang dilansir JUARA dari The Star. ""Tetapi, sekarang mungkin mereka mengerti mengapa kami dulu melakukan hal itu,"" kata dia melanjutkan. Penampilan skuat Negeri Jiran memang sempat menyita publik Guangxi Sports Center Gymnasium, Nanning, China. Pasalnya, di laga penyisihan melawan tim tuan rumah, Aaron Chia/Soh Wooi Yik dan Soniia Cheah mampu mengimbangi lawan-lawan mereka yakni Li Junhui/Liu Yuchen dan Chen Yufei, dengan berjibaku melakoni tiga gim. Sementara itu, saat berhadapan dengan India, Lee Zii Jia berhasil menyelamatkan Malaysia, setelah menyumbang poin pertama dalam keadaan tertinggal 0-2. Puncaknya, saat berjumpa Jepang di laga perempat final, Teo Ee Yi/Ong Yew Sin, berjuang habis-habisan melawan Takeshi Kamura/Keigo Sonoda. ""Saya berharap mereka akan melanjutkan performa mereka ini, terus emngikuti pelatihan dan melakukan yang terbaik,"" kata Wong. ""Hanya dengan begitu, mereka akan manju lebih jauh dan menjadi pemain lebih baik,"" kata dia lagi.",1,0,0,0,sport
195,196,Diane Parry Petenis Termuda yang Menangi Laga di Prancis Open,"IVOOX.id, Paris – Petenis Prancis berusia 16 tahun, yang mengikuti turnamen Grand Slam France Open dengan fasilitas wildcard, Diane Parry membuat sejarah di Roland Garros, Senin (27/5) waktu setempat. Pada usia 16 tahun dan 281 hari, Parry menjadi petenis termuda yang memenangi pertandingan babak utama di Grand Slam Prancis pada dekade ini, mengalahkan petenis Belarusia Vera Lapko dalam dua set langsung 6-2, 6-4. Untuk pertama kalinya lolos ke babak utama WTA setelah hanya memainkan empat pertandingan kualifikasi level tour, hingga saat ini dalam karirnya yang masih muda, Parry menggetarkan penonton di Court 8 dengan perpaduan antara winner murni dan pukulan keras penghasil winner. Menunjukkan pukulan backhand satu tangan yang berpengaruh besar, ia akhirnya bangkit setelah dipatahkan servisnya pada set kedua, dan memenangi lima dari enam gim terakhir dalam pertandingan tersebut untuk memastikan tempat pada putaran kedua. “Pertandingan yang bagus,” kata Parry kepada wartawan setelah pertandingan melalui penterjemah seperti dikutip laman WTA Tour. “Saya sangat gembira dan puas memenangi pertandingan putaran pertama ini. “Saya tahu bahwa saya harus fokus dan tetap fokus sekali pun kehilangan satu bola. Saya harus memberikan yang terbaik pada akhirnya. Pada awal set kedua saya agak frustrasi. Saya tidak punya perasaan yang saya inginkan, tapi saya berusaha untuk tetap setenang mungkin, karena saya tahun bahwa itulah sikap yang saya perlukan untuk menang.” Ini bukan pertama kalinya ia membuat sejarah dalam Grand Slam. Parry menjadi pemain pertama yang lahir 2002 yang memenangi pertandingan Grand Slam apapun ketika ia memenangi putaran pertama kualifikasi sebagai wildcard tanpa ranking tahun lalu di Paris. Dengan debut kemenangannya pada babak utama tahun ini, ia mengikuti jejak rekan senegaranya Alizé Cornet dengan keberhasilannya yang luar biasa. Cornet, petenis dengan wildcard berusia 15 tahun pada 2005, mengalahkan petenis Rusia Alina Jidkova pada pertandingan putaran pertamanya, sebelum kalah oleh Amélie Mauresmo – dan mengulangi hal yang sama pada usia 16 tahun dengan wildcard pada 2006, menyusul ulang tahunnya pada Januari. Parry adalah petenis Prancis termuda sejak Cornet yang memenangi pertandingan pada turnamen utama di negaranya. Ia juga pemain termuda yang memenangi pertandingan di France Open secara keseluruhan sejak Michelle Larche de Brito (16 tahun) dari Portugal berhasil maju ke putaran ketiga pada 2009. “Saya berusaha fokus satu hari satu hari dan tidak mempunyai ekspektsi yang jauh,” kata Parry, ketika diberitahu tentang prestasinya pada Senin open pers. “Saya berusaha untuk tidak memikirkan masa depan. Saya berusaha meningkatkan diri setiap hari, sau hari satu hari dan kita akan lihat bagaimana hasilnya nanti,” katanya. Pada putaran kedua, Parry akan bertemu unggulan 20 Elise Mertens dari Belgia, yang menyisihkan Tamara Zidansek dari Slovenia dalam tiga set 6-4, 3-6, 6-2.",1,0,0,0,sport
196,197,Nadal akan Pelajari Permainan Lawan dengan Nonton YouTube,"AKURAT.CO, Juara bertahan Rafael Nadal melaju mulus ke babak kedua Prancis Terbuka 2019. Tiket diraih setelah menyudahi perlawanan Yannick Hanfmann dengan skor 6-2, 6-1, dan 6-3. Di babak selanjutnya, Nadal akan bertemu dengan Yannick Maden. Petenis unggulan kedua itu mengaku tidak terlalu tahu mengenai gaya permainan sang calon lawan. Dia akan mempelajarinya dari YouTube. ""Siapa yang memenangkan pertandingan, Maden? Well, kalau boleh jujur, saya melihat Maden bermain di Muenchen melawan Zverev tahun lalu. Jadi, saya sedikit ingat mengenai permainannya,"" kata Nadal. ""Kemudian, zaman sekarang dengan YouTube, Anda bisa menemukan apa saja. Saya melihat beberapa pertandingannya dan Anda memiliki beberapa ide. Tentu berbeda ketika Anda tidak pernah bermain sebelumnya,"" sambungnya. Meski demikian, Nadal menyadari tidak bisa bergantung banyak dengan hanya melihat YouTube untuk memenangkan pertandingan. ""Apakah Anda bisa menciptakan ide apa yang akan dilakukannya? Tidak. Dan itu yang saya lakukan. Hanya melakukan riset sedikit di YouTube dan dengan beberapa video untuk pertandingan besok,"" ujar Nadal. ""Tapi, pada akhirnya bagi saya adalah tentu bermain dengan baik dan mengetahui lawan sedikit membantu,"" lanjutnya.[]",1,0,0,0,sport
197,198,Warriors Tetap Tanpa Kevin Durant pada Gim Pertama Final NBA 2019,"Golden State - Bintang Golden State Warriors, Kevin Durant , dipastikan absen pada gim pertama Final NBA 2019 melawan Toronto Raptorts pada Kamis (30/5/2019) waktu setempat atau Jumat (31/5/2019) pagi WIB. Durant belum sebuh dari cedera yang dialaminya. Mantan pemain Oklahoma City Thunder itu mengalami cedera betis sejak gim kelima semifinal Wilayah Barat NBA saat Warriors melawan Houston Rockets. Durant tak bermain sama sekali di final Wilayah Barat. Untungnya tanpa Durant, Warriors mampu menyapu bersih kemenangan atas Portland Trail Blazers. Meski sudah menjalani proses pemulihan cukup lama, Durant belum bisa fit untuk gim pertama final melawan Toronto Raptors. Kepastian tersebut diungkapkan pelatih Steve Kerr. "" Kevin Durant pasti absen di gim pertama. Warriors belum memutuskan apakah dia akan ikut pergi ke Toronto bersama tim,"" ujar Kerr. Nasib Cousins Sedangkan big man DeMarcus Cousins justru berpeluang main di NBA Finals. Cousins akan berstatus questionable. Cousins awalnya sudah divonis tidak akan bisa bermain di sisa musim 2018-2019 setelah cedera paha di putaran pertama play-off. Namun proses pemulihan ternyata lebih cepat dari perkiraan awal.",1,0,0,0,sport
198,199,"Max McDougall, Pemuda Berusia 22 Tahun Jadi Juara Baru Lomba Balap Keju di Inggris","AKURAT.CO, Seorang juara baru telah tercatat namanya dalam lomba balap keju yang diselenggarakan di Inggris. Juara baru tersebut adalah seorang pemuda berusia 22 tahun bernama Max McDougall. Pada lomba tahun ini, pemegang rekor 22 kemenangan selama 15 tahun terakhir, Chris Anderson tidak turut serta. ""Ini lebih baik daripada tahun lalu ketika saya tersingkir. Saya biasanya berada di urutan kedua setelah Chris Anderson,"" kata Max, dilansir dari laman BBC, Selasa (28/5). Lomba balap keju terbilang cukup unik dan berbahaya. Para peserta akan diminta mengejar keju yang menggelinding menuruni bukit sejauh 200 yard (183 meter). Dalam prosesnya, tidak jarang peserta yang tersandung, tersungkur, bahkan sampai terluka parah. Lomba ini sempat dilarang pada tahun 2010 karena alasan keamanan sebelum diperbolehkan kembali setahun kemudian. Bila dahulu menggunakan keju asli, lomba balap keju beberapa tahun terakhir menggunakan keju tiruan yang terbuat dari busa. Perlombaan ini rutin digelar setiap tahun untuk menyambut musim semi. Selain pria, lomba balap keju ini juga memiliki segmen khusus wanita yang dimenangkan oleh Flo Early. Ia telah menjuarai lomba tersebut sebanyak 4 kali yakni pada tahun 2008, 2016, 2018, dan 2019.[]",1,0,0,0,sport
199,200,"Video anjing tiba-tiba ikut lomba lari 100 meter, dapat juara lagi","Brilio.net - Ada begitu banyak hewan lucu di dunia ini. Salah satunya adalah anjing. Saking lucunya anjing seringkali dijadikan hewan peliharaan. Anjing dinilai memiliki rasa loyal dan insting yang tinggi. Hewan yang satu ini juga sangat sering membuat ulah lucu, seperti pada video yang satu ini. Dilansir brilio.net dari akun Facebook/@shanghaiist pada Selasa (28/5). Beberapa waktu ini tengah viral sebuah video di media sosial. Universitas Ningxia, China sedang mengadakan lomba balap lari . Uniknya di antara deretan peserta lomba yang notebene mahasiswa, ada seekor anjing tiba-tiba turut berada di tengah trek lapangan lari. Entah dari mana dan milik siapa anjing lucu itu berasal. Video lucu itu berhasil membuat penghuni dunia maya tertawa. Ada lebih 90 orang membagikan video itu. Pada video lomba lari 100 meter itu, seakan tak ingin kalah dari peserta lainnya, si anjing terlihat sangat antusias ketika berlari. Hewan lucu itu berusaha untuk mencapai garis finish. Lebih lucunya lagi, anjing itu berhasil menjadi juara . Namun sayang meskipun menang, si anjing tetap didiskualifikasi. Alih-alih memberikan minuman anjing itu, petugas justru membawanya keluar dengan menjinjing lehernya. Melihat unggahan video tersebut, warganet ikut berkomentar dengan nada lucu. ""I hope the dog won't end up to be on their celebration dinner plate (Saya harap anjing tidak akan berada di piring makan malam perayaan mereka),"" tulis akun @Thomas Wang. ""Good boy. Give him first place (anak baik. beri dia tempat pertama)."" tulis akun @Leon de Bruyn. ""Poor dog (anjing yang malang),"" tutur akun @Peter Smith.",1,0,0,0,sport
200,201,"Fokus Olimpiade, Timnas Sepeda Kirim Atlet Pelapis ke SEA Games 2019","Pengurus Besar Ikatan Sports Sepeda Indonesia (PB ISSI) punya dua agenda besar di depan mata, yakni SEA Games 2019 dan Olimpiade 2020 Tokyo. Namun, mereka pada akhirnya menjadikan Olimpiade 2020 sebagai prioritas. Ketua Umum PB ISSI, Raja Sapta Oktohari menjelaskan jika pihaknya punya target besar yakni meloloskan sebanyak mungkin pebalap ke multievent terbesar di dunia tersebut. Karena itu, sejak awal tahun Elga Kharisma Novanda dan kawan-kawan telah bolak-balik dikirim ke berbagai kejuaraan yang menjadi ajang pengumpulan poin Olimpiade 2020. “Kita akan mengirimkan atlet-atlet elite kita untuk mengikuti turnamen berlabel UCI (Uni Sepeda Internasional) event,” ungkap Raja Sapta Oktohari di sela acara buka puasa bersama di kediamannya di Kuningan, Jakarta, Senin (27/5/2019). ""Seperti kemarin ada beberapa atlet yang kita kirim ke Thailand dan berhasil menempati posisi dua dan tiga. Itu bisa menambah poin untuk Olimpiade,"" jelasnya. Sibuknya para atlet mengikuti berbagai kompetisi internasional, membuat PB ISSI memilih pendekatan khusus terhadap ajang SEA Games tahun ini. Mereka menganggap SEA Games 2019 hanya sebagai 'perantara' dan lebih cocok untuk para atlet pelapis. ""Karena untuk pengumpulan poin Olimpiade 2020 itu waktunya sangat terbatas, cuma satu tahun. Sementara kita ada peluang meloloskan atlet di nomor BMX, road race, dan track ,"" terang Raja Sapta Oktohari. ""Tapi pada November 2019 ada SEA Games. Nah , itu kita hanya (anggap--Red) sebagai pertandingan antara. Kita siapkan materi lapis kedua untuk ke Filipina nanti,"" paparnya. Meski hanya akan menurunkan mayoritas pebalap pelapis, Okto --sapaan akrab Raja Sapta-- menegaskan jika PB ISSI tetap ingin memberikan prestasi di ajang SEA Games 2019. Minimal, kata Okto, Timnas Balap Sepeda Indonesia bisa menyumbang satu medali emas. ""Kita sudah sepakat akan mempersiapkan atlet pelapis untuk berangkat ke Filipina. Tapi jangan salah, lapis kedua ini berpotensi menyumbang emas juga. Insya Allah PB ISSI akan memberikan kontribusi minimal satu emas di SEA Games,"" celotehnya. Timnas Balap Sepeda Indonesia sendiri memiliki prestasi yang cukup baik pada SEA Games dua tahun lalu. I Gusti Bagus Saputra dan kawan-kawan berhasil bertengger di peringkat ketiga klasemen pengumpulan medali dengan raihan dua emas, dua perak, serta tujuh perunggu.",1,0,0,0,sport
201,202,"Juara MTQ di Turki, Syamsuri Ceritakan Momen Dipeluk Erdogan ke Jokowi","Syamsuri Firdaus (20), juara 1 Musabaqah Tilawatil Quran atau MTQ Internasional ke-7 di Turki mendapat kesempatan bertemu Presiden Joko Widodo (Jokowi) di Istana Merdeka, Jakarta (28/5/2019). Usai bertemu presiden, Syamsuri Firdaus mengaku senang bisa bertemu dengan Kepala Negara. Saat bertemu dengan Jokowi, Syamsuri mengaku bercerita soal detik-detik dirinya mendapat penghargaan dari Presiden Turki, Recep Tayyip Erdogan. ""Bertemu sama pak Jokowi membicarakan bagaimana kesannya diberikan penghargaan oleh Presiden Erdogan,"" ujar Syamsuri Firdaus di Kompleks Istana Kepresidenan, Jakarta, Selasa (28/5/2019). Di depan Jokowi, pemuda asal Bima, Nusa Tenggara Barat itu bercerita sebelum berjabat tangan dengan Presiden Erdogan, sang Presiden Turki itu sempat menanyakan bagaimana bisa belajar menjadi seorang qori. Tak lupa, Erdogan juga memuji suara Syamsuri Firdaus. ""Saya mengatakan, pas saya menerima penghargaan dari (Presiden Erdogan) itu, sebelum dia salamin saya, dia sempat mengatakan bagaimana kau bisa belajar qori kayak gini, bagaimana suara kamu bisa tinggi kayak gini, dan lanjutnya lagi masyaallah bagus suaramu bagus. Saya menjawab alhamdulillah haaza min nikmatillah alhamdulillah ini adalah nikmat Allah,"" kata Syamsuri menirukan perbincangannya dengan Presiden Erdogan. Syamsuri juga mengaku terharu lantaran Presiden Erdogan memeluk dirinya. Ia juga bersyukur bisa bertemu Erdogan, termasuk bertemu Presiden Jokowi. ""Habis itu dia (Erdogan) peluk saya dan alhamdulillah saya merasa terharu, sedih, campur bahagia dan memang luar biasa barakah Quran alhamdulillah, saya bisa bertemu dengan Presiden Erdogan lebih-lebih presiden RI pak Jokowi,"" tandasnya. Presiden Jokowi mengundang juara pertama MTQ Internasional ke-7 di Turki, Syamsuri Firdaus (20) ke Istana Merdeka, Jakarta, Selasa (28/5/2019). Syamsuri yang datang mengenakan gamis biru panjang dan peci berwarna merah putih datang didampingi Direktur Jenderal Bimbingan Masyarakat Islam Kementerian Agama Muhammadiyah Amin. Keduanya langsung diterima Jokowi yang didampingi Menteri Sekretaris Negara Pratikno di salah satu ruangan di Istana Merdeka. Jokowi pun kemudian menyapa Syamsuri Firdaus. Ia juga menanyakan soal kejuaraan MTQ Internasional ke-7 yang digelar di Istambul, Turki. Untuk diketahui, Syamsuri yang berasal dari Bima itu pernah meraih juara 1 Qori Nasional tahun 2012 kategori anak-anak yang dilaksanakan di Ambon. Kemudian Syamsuri juga pernah meraih juara I kategori Anak-anak MTQ Internasional di Singapura tahun 2012. Kegembiraan Syamsuri Firdaus makin bertambah, bukan hanya sebagai juara MTQ Internasional. Usai melantunkan ayat suci Alquran ia diberi selamat langsung oleh Presiden Turki Recep Tayyip Erdogan. Pada perlombaan MTQ itu, Erdogan memang menjadi pihak yang didaulat menyerahkan penghargaan kepada para pemenang. Foto Syamsuri Firdaus saat diberikan selamat juga diunggah di Instagram milik Presiden Erdogan di akun @rterdogan pada Minggu (26/5).",1,0,0,0,sport
202,203,Nav Bhatia: 'Super Fan' Raptors yang Melebur Perbedaan Lewat Basket,"Sorot kamera tak jarang memperlihatkan Drake dengan berapi-api memberi dukungan dari pinggir lapangan Scotiabank Arena, markas Toronto Raptors . Dari perangai macam itu, siapa pun yang menyaksikannya bisa menarik kesimpulan sederhana: Drake si rapper asal Kanada itu adalah salah satu fan berat Raptors. Sosok Drake kian intens terlihat dan jadi salah satu sumber berita selama Raptors menghadapi Milwaukee Bucks di final Wilayah Timur. Tak jarang, potongan video ketika dia melakukan trash talk ke pemain Bucks atau menyalami penggawa Raptors seusai laga, menghiasi lini masa media sosial. Kian kentara saja citra Drake sebagai fan ‘garis keras’ Raptors. Namun, lewat cuitan salah satu jurnalis CNN dan ABC , Muhammad Lila, publik diingatkan bahwa Drake bukan satu-satunya suporter fanatik Raptors. Sosok itu bernama Nav Bhatia, seorang ‘Superfan’. Bhatia bahkan disebut bukan sekadar fan yang memberi dukungan dengan menyanyikan yel-yel, jargon, atau berteriak dari tribune. Pria keturunan India tersebut merupakan sosok paling cocok untuk menggambarkan bagaimana cara mencintai tim favoritmu, kota tempat tinggalmu, dan menghargai suporter lawanmu. Sama seperti Drake, Bhatia ada di Scotiabank Arena untuk mendukung langsung Raptors melakoni gim keenam. Kendati sudah berusia 67 tahun, suara lantang Bhatia tak kalah dibanding suporter lain yang berusia jauh lebih muda. Perangainya pun tidak kalah ekspresif. Akibat keberadaannya yang begitu kentara di tribune, Bhatia tak jarang menjadi sasaran cemoohan fan lawan. Seperti yang terjadi pada dua gim pertama final wilayah di markas Bucks. Bhatia disoraki dan diprovokasi. Aksi suporter lawan itu bahkan merembet hingga aksi rasialisme di media sosial. Alih-alih menanggapi ‘serangan’ fan Bucks kepadanya, Bhatia merespons dengan komentar yang menenangkan suasana, meredakan kebencian, dan menciptakan persatuan dengan suporter lawan. “Terima kasih kepada fan Bucks yang datang dan meminta maaf kepada saya untuk beberapa kata yang diunggah ke Twitter , meski mereka sebetulnya tak bertanggung jawab untuk hal itu. Saya paham seri yang tengah dijalani kali ini begitu ketat, tapi saya ingin kalian semua tahu: fan Milwaukee fantastis,” tulis Bhatia di Twitter pribadinya. Respons dan sikap Bhatia tak cuma didasari usia yang jauh lebih matang, tapi pemahaman akan arti suporter yang loyal sejak pertama kali Raptors berdiri pada 1995. Sebagai bukti ia tak setengah-setengah, sejak 1995 hingga gim keenam final wilayah 2018/19, Bhatia tak pernah melewatkan satu pun pertandingan kandang Raptors. Dengan kata lain, Bhatia tak cuma mendukung Raptors saat tim ini sukses dan akhirnya lolos ke final NBA untuk pertama kalinya. Namun, ia mendukung Raptors sejak berjuang keras menjadi tim papan atas bersama Vince Carter dan Damon Stoudamire. Ia juga menjadi saksi dari perjalanan Chris Bosh meniti karier di Raptors. Jauh sebelum Raptors berdiri pada 1995 itu, Bhatia hanyalah seorang imigran asal India yang datang ke Kanada pada 1984. Datang dengan gelar sarjana teknik nyatanya tak cukup menjadi modal. Bhatia tetap kesulitan mendapatkan pekerjaan. Akhirnya, ia memutuskan untuk memulai hidup dari awal: Menjadi salesman mobil. Menemui kenyataan macam itu bukan perkara mudah, tapi bukan pula hal memalukan. Berkat kerja kerasnya, Bhatia memegang rekor penjualan mobil di tempatnya bekerja. Pada 90 hari awal berjualan, Bhatia berhasil menjajakan 127 unit. Rekor itu bertahan sampai saat ini dan memungkinkannya membeli dealer yang memberinya pekerjaan sebagai salesman itu. Bhatia pun mendapatkan pijakan untuk membangun kehidupannya. Lalu, Raptors lahir pada 1995 ketika usaha dan perekonomianBhatia sedang tak stabil . Namun, kondisi itu tak menghalanginya membeli tiket kandang Raptors pada tahun pertama di NBA. Mulai detik itu, Bhatia resmi menambatkan hati kepada Raptors, setelah sebelumnya mencintai Kanada sebagai negerinya. Di awal kemunculan, Raptors tak bergelimang prestasi. Tapi, Bhatia tak lantas berhenti mendukung. Seiring waktu, bentuk dukungannya melahirkan hal-hal positif selain prestasi klub. Lewat Raptors sebagai wadahnya, Bhatia menunjukkan bahwa olahraga adalah cara terbaik untuk menyamakan perbedaan. Kendati seorang imigran, Bhatia mendedikasikan hidupnya untuk Raptors dan Kanada. Menurut laporan Lila, Bhatia bisa mengeluarkan dana pribadi sebesar 300 ribu dolar AS per tahun untuk membawa anak-anak --yang kebanyakan dari keluarga imigran--menyaksikan pertandingan Raptors. Bentuk lain kepedulian Bhatia kepada Kanada, basket, dan Raptors adalah berdirinya The Nav Bhatia Foundation. Lewat yayasan ini, Bhatia berkomitmen untuk membangun lapangan basket di seluruh Kanada, membantu anak-anak perempuan di India yang putus sekolah, dan ikut berpartisipasi membina atlet-atlet basket untuk memperkuat Timnas Kanada di masa depan. “Seorang yang bijak mengatakan, ukuran sebenarnya dari seorang pria bukanlah kecerdasannya atau seberapa kayanya dia. Tidak, ukuran sebenarnya dari seorang pria ialah seberapa cepat dia menolong orang lain dan berapa banyak dari dirinya yang dapat diberikan.” “Negara ini telah memberi saya kehidupan yang hanya bisa saya impikan sebelumnya. Tujuan dari yayasan ini sederhana: Untuk menyatukan kita semua dari latar belakang dan kepercayaan yang berbeda melalui permainan bola basket,” tulis Bhatia. Lantangnya dukungan Bhatia masih akan terdengar dan kehadirannya di pinggir lapangan bakal terlihat lagi dekat-dekat ini. Raptors dijadwalkan menjamu Golden State Warriors pada gim pertama final NBA, Jumat (31/5/2019) pagi WIB. Rasa-rasanya, suara Bhatia bakal lebih lantang lagi kali ini.",1,0,0,0,sport
203,204,"Personal Statement dan Kemenangan, Cara Serena Masuki Prancis Terbuka","Bagi tenis yang begitu menggilai tatanan, Serena Williams adalah kejanggalan. Tenis milik Serena terlalu berbeda: Terlalu meriah, terlalu mencolok, terlalu kuat, terlalu agresif, terlalu ekspresif, dan terlalu-terlalu lainnya. Prancis Terbuka 2018 dilakoni Serena dengan caranya sendiri. Tidak ada trofi juara yang ia bawa pulang karena Serena memutuskan mengundurkan diri jelang laga babak keempat melawan Maria Sharapova. Namun, Roland Garros menjadi saksi bahwa Serena tak pernah takut untuk menunjukkan bahwa ia memang orang berbeda. Kostum catsuit yang dipakainya sepanjang turnamen musim lalu menarik perhatian. Orang-orang menyebut kostum itu terlihat seperti superhero suit di film Black Panther. Serena bilang, kostum itu sudah dirancangnya jauh-jauh hari sebelum film keluaran Marvel itu rilis. Tapi, tak masalah untuk berkata seperti itu. Serena pun mengakui ia acap teringat film tadi jika membicarakan catsuit - nya itu. ""Kostum ini tetap mengingatkan saya tentang film Black Panther. Saya selalu hidup di dunia fantasi. Saya selalu ingin menjadi pahlawan super. Dan ini cara saya untuk menjadi seorang pahlawan super,"" seperti itu Serena menjawab pertanyaan soal kostumnya di Prancis Terbuka 2018. Pilihannya itu belakangan mendapat kecaman. Federasi Tenis Prancis melarang siapa pun turun arena dengan kostum seperti itu. Apakah Serena kapok? Tentu tidak. Di atas lapangan tenis, Serena lebih besar daripada aturan itu sendiri. Jika pada Prancis Terbuka 2018 Serena membuktikan bahwa ia hanya perlu mengayun raket dan memakai catsuit untuk menjadi pahlawan super, pada Prancis Terbuka 2019 ia hanya perlu memasuki lapangan untuk berkata bahwa ia lebih dari seorang pahlawan super. Serena memasuki Court Philippe-Chatrier dengan gaya, dengan kostum serupa cape (jubah) berwarna hitam putih hasil kolaborasi Virgil Abloh dan Nike. Tulisan ""Ibu, Juara, Ratu, dan Dewi"" dalam Bahasa Prancis menjadi personal statement yang tak akan mungkin luput dari perhatian orang. Namun, Serena paham benar, seheboh apa pun pesan yang ia utarakan lewat kostumnya, semua akan sia-sia tanpa kemenangan. Apalagi, kemenangan pada babak pertama. Lawan yang dihadapinya pada babak pertama itu ternyata bukan petenis sembarangan. Ia adalah Vitalia Diatchenko, petenis Rusia yang mengalahkan Sharapova pada babak pertama Wimbledon 2018. Buktinya kemenangan set pertama jatuh ke tangan Diatchenko dalam kedudukan 6-2. Di sepanjang laga set pertama, Serena memang terlihat tak berkutik menghadapi petenis peringkat 83 dunia itu. Empat ace dan lima winner yang ditorehkan Serena sepert tak bertaji saat diadu dengan enam winner Diatchenko. Itu semua berpangkal dari banyaknya unforced error yang dilakukan Serena. Empat belas unforced error Serena berbanding dengan sembilan unforced error Diatchenko. Bahkan, Serena hanya sekali menciptakan situasi break point . Itu pun gagal dimenanginya. Sementara, dua dari lima break point berbuah angka bagi Diatchenko. Ini tahun ke-17 menjejak ke Roland Garros. Anggaplah ini sweet seventeen . Segalanya harus berlangsung meriah. Tidak ada kekalahan dini, apalagi di babak pertama. Kalaupun tenisnya memang harus tamat, tidak di babak pertama. Kalau kostum set pertama membikin gerah? Tenang, ada kostum lain. Maka, menggilalah Serena seperti biasa. Set kedua diawalinya dengan teriakan ""Come on!"" Bukan kata-kata penggugah semangat yang luar biasa, tapi hentakannya mungkin sudah cukup bagi Serena untuk memacu diri. Yang terlihat setelahnya adalah Serena yang kita kenal. Serena yang mempersetankan pemujaan orang-orang pada pukulan backhand Roger Federer dan memenuhi pertandingannya dengan pukulan forehand yang tak stylish, tapi praktis dalam mendulang angka. Tinjunya berkali-kali diacungkan ke udara. Teriakan ""Come on!"" tetap keluar dari mulutnya, menyertai keberhasilannya meraup poin demi poin. Hasilnya tak mengecewakan, masing-masing set kedua dan ketiga dimenanginya dengan skor 6-1, 6-0. Permainan ofensif yang agresif Serena terlihat jelas lewat lesakannya sembilan winner-nya. Bukan jumlahnya ini yang menjadi penanda, tapi di mana ia menempatkan pukulan-pukulannya. Serena memaksa Diatchenko untuk mengacaukan pertahanannya sendiri. Dari sembilan winner -nya itu, hanya satu yang menyasar area baseline . Sementara, sisanya mengambil tempat di lapangan tengah bahkan area depan net. Tak pelak, permainan seperti ini merepotkan lawannya. Begitu pula dengan yang terjadi di set ketiga. Dari 11 winner , hanya tiga yang mengarah ke area baseline . Tapi, ketiga winner itu juga tidak mengincar area tengah. Ketiganya diarahkan ke sudut-sudut lapangan yang tricky. Salah membaca, lawan bisa mengira bola out padahal tidak. Terlambat sedikit, ya, sudah, bola tak akan terkejar. Itu belum ditambah dengan sembilan ace yang dibukukannya di sepanjang pertandingan. Torehan yang mengingatkan orang-orang semenakutkan apa lesakan servis Serena. Permainan macam itu rasanya terlalu berbahaya. Ia seperti orang nekat yang bertaruh habis-habisan di meja judi. Riwayat cedera dan kebugaran di usia 37 tahun seharusnya menjadi pertimbangan untuk bermain lebih aman. Tapi, kalaupun bahaya memang tidak dapat dielakkan lagi, menantangnya selalu menjadi cara yang akan diambil oleh Serena. Terlebih, hanya butuh satu gelar Grand Slam lagi baginya untuk menyamai rekor 24 gelar Grand Slam tunggal putri yang direngkuh Margaret Court. Hingga kini memang belum ada petenis yang mematahkan rekor itu, entah nomor tunggal putra maupun putri. ""Hanya ada satu cara supaya saya bisa menikmati turnamen ini. Saya tidak bisa menikmati pertandingan yang tidak saya menangi. Itulah sebabnya, saya begitu berambisi untuk merawat kesenangan bermain di keempat seri Grand Slam."" Sekarang, kita tahu pesan apa yang ingin disampaikan Serena dalam setiap permainannya.",1,0,0,0,sport
